lon,lat
-121.11,39.22
-121.11,39.31
-121.11,39.41
-121.11,39.51
-121.11,39.6
-121.11,39.7
-121.11,39.79
-121.11,39.89
-121.11,39.98
-121.11,40.08
-121.11,40.18
-121.11,40.27
-121.11,40.37
-121.11,40.46
-121.11,40.56
-121.11,40.66
-121.11,40.75
-121.11,40.85
-121.11,40.94
-121.11,41.04
-121.11,41.14
-121.11,41.23
-121.11,41.33
-121.11,41.42
-121.11,41.52
-121,35.57
-121,35.67
-121,35.76
-121,35.86
-121,35.95
-121,36.05
-121,36.15
-121,36.24
-121,36.34
-121,36.43
-121,36.53
-121,36.63
-121,36.72
-121,36.82
-121,36.91
-121,37.01
-121,37.11
-121,37.2
-121,37.3
-121,37.39
-121,37.49
-121,37.59
-121,37.68
-121,37.78
-121,37.87
-121,37.97
-121,38.07
-121,38.16
-121,38.26
-121,38.35
-121,38.45
-121,38.55
-121,38.64
-121,38.74
-121,38.83
-121,38.93
-121,39.03
-121,39.12
-121,39.22
-121,39.31
-121,39.41
-121,39.51
-121,39.6
-121,39.7
-121,39.79
-121,39.89
-121,39.98
-121,40.08
-121,40.18
-121,40.27
-121,40.37
-121,40.46
-121,40.56
-121,40.66
-121,40.75
-121,40.94
-121,41.04
-121,41.14
-121,41.23
-121,41.33
-121,41.42
-120.89,35.47
-120.89,35.67
-120.89,35.86
-120.89,35.95
-120.89,36.05
-120.89,36.15
-120.89,36.24
-120.89,36.34
-120.89,36.43
-120.89,36.53
-120.89,36.63
-120.89,36.72
-120.89,36.82
-120.89,36.91
-120.89,37.01
-120.89,37.11
-120.89,37.3
-120.89,37.39
-120.89,37.49
-120.89,37.59
-120.89,37.68
-120.89,37.78
-120.89,37.87
-120.89,37.97
-120.89,38.07
-120.89,38.16
-120.89,38.26
-120.89,38.35
-120.89,38.45
-120.89,38.55
-120.89,38.64
-120.89,38.74
-120.89,38.83
-120.89,38.93
-120.89,39.03
-120.89,39.12
-120.89,39.22
-120.89,39.31
-120.89,39.41
-120.89,39.6
-120.89,39.7
-120.89,39.79
-120.89,39.89
-120.89,39.98
-120.89,40.08
-120.89,40.18
-120.89,40.27
-120.89,40.37
-120.89,40.46
-120.89,40.56
-120.89,40.66
-120.89,40.75
-120.89,40.85
-120.89,40.94
-120.89,41.04
-120.89,41.14
-120.89,41.23
-120.89,41.33
-120.79,35.38
-120.79,35.47
-120.79,35.57
-120.79,35.67
-120.79,35.76
-120.79,35.86
-120.79,35.95
-120.79,36.05
-120.79,36.15
-120.79,36.24
-120.79,36.34
-120.79,36.43
-120.79,36.53
-120.79,36.63
-120.79,36.72
-120.79,36.82
-120.79,36.91
-120.79,37.01
-120.79,37.11
-120.79,37.2
-120.79,37.3
-120.79,37.39
-120.79,37.49
-120.79,37.59
-120.79,37.68
-120.79,37.78
-120.79,37.87
-120.79,37.97
-120.79,38.07
-120.79,38.16
-120.79,38.26
-120.79,38.35
-120.79,38.45
-120.79,38.55
-120.79,38.64
-120.79,38.74
-120.79,38.83
-120.79,38.93
-120.79,39.03
-120.79,39.12
-120.79,39.22
-120.79,39.31
-120.79,39.41
-120.79,39.51
-120.79,39.6
-120.79,39.7
-120.79,39.79
-120.79,39.89
-120.79,39.98
-120.79,40.08
-120.79,40.18
-120.79,40.27
-120.79,40.37
-120.79,40.46
-120.79,40.56
-120.79,40.66
-120.79,40.75
-120.79,40.85
-120.79,40.94
-120.79,41.04
-120.79,41.14
-120.79,41.23
-120.68,35.28
-120.68,35.38
-120.68,35.47
-120.68,35.57
-120.68,35.67
-120.68,35.76
-120.68,35.86
-120.68,35.95
-120.68,36.05
-120.68,36.15
-120.68,36.24
-120.68,36.34
-120.68,36.43
-120.68,36.53
-120.68,36.63
-120.68,36.72
-120.68,36.82
-120.68,36.91
-120.68,37.01
-120.68,37.11
-120.68,37.2
-120.68,37.3
-120.68,37.39
-120.68,37.49
-120.68,37.59
-120.68,37.68
-120.68,37.78
-120.68,37.87
-120.68,37.97
-120.68,38.07
-120.68,38.16
-120.68,38.26
-120.68,38.35
-120.68,38.45
-120.68,38.55
-120.68,38.64
-120.68,38.74
-120.68,38.83
-120.68,38.93
-120.68,39.03
-120.68,39.12
-120.68,39.22
-120.68,39.31
-120.68,39.41
-120.68,39.51
-120.68,39.6
-120.68,39.7
-120.68,39.79
-120.68,39.89
-120.68,39.98
-120.68,40.08
-120.68,40.18
-120.68,40.27
-120.68,40.37
-120.68,40.46
-120.68,40.56
-120.68,40.66
-120.68,40.75
-120.68,40.85
-120.68,41.04
-120.68,41.14
-120.58,35.09
-120.58,35.19
-120.58,35.28
-120.58,35.38
-120.58,35.47
-120.58,35.57
-120.58,35.76
-120.58,35.86
-120.58,35.95
-120.58,36.05
-120.58,36.15
-120.58,36.24
-120.58,36.34
-120.58,36.43
-120.58,36.53
-120.58,36.63
-120.58,36.72
-120.58,36.82
-120.58,36.91
-120.58,37.01
-120.58,37.11
-120.58,37.2
-120.58,37.3
-120.58,37.39
-120.58,37.49
-120.58,37.59
-120.58,37.68
-120.58,37.78
-120.58,37.87
-120.58,37.97
-120.58,38.07
-120.58,38.16
-120.58,38.26
-120.58,38.35
-120.58,38.45
-120.58,38.55
-120.58,38.64
-120.58,38.74
-120.58,38.93
-120.58,39.03
-120.58,39.12
-120.58,39.22
-120.58,39.31
-120.58,39.41
-120.58,39.51
-120.58,39.6
-120.58,39.7
-120.58,39.79
-120.58,39.89
-120.58,39.98
-120.58,40.08
-120.58,40.18
-120.58,40.27
-120.58,40.37
-120.58,40.46
-120.58,40.56
-120.58,40.66
-120.58,40.75
-120.58,40.85
-120.58,40.94
-120.58,41.04
-120.47,34.99
-120.47,35.09
-120.47,35.19
-120.47,35.28
-120.47,35.38
-120.47,35.47
-120.47,35.57
-120.47,35.67
-120.47,35.76
-120.47,35.86
-120.47,35.95
-120.47,36.05
-120.47,36.15
-120.47,36.24
-120.47,36.43
-120.47,36.53
-120.47,36.63
-120.47,36.72
-120.47,36.82
-120.47,36.91
-120.47,37.01
-120.47,37.11
-120.47,37.2
-120.47,37.3
-120.47,37.39
-120.47,37.49
-120.47,37.59
-120.47,37.68
-120.47,37.78
-120.47,37.87
-120.47,37.97
-120.47,38.07
-120.47,38.16
-120.47,38.26
-120.47,38.45
-120.47,38.55
-120.47,38.64
-120.47,38.74
-120.47,38.83
-120.47,38.93
-120.47,39.03
-120.47,39.12
-120.47,39.22
-120.47,39.31
-120.47,39.41
-120.47,39.51
-120.47,39.6
-120.47,39.7
-120.47,39.79
-120.47,39.89
-120.47,39.98
-120.47,40.08
-120.47,40.18
-120.47,40.27
-120.47,40.37
-120.47,40.46
-120.47,40.56
-120.47,40.66
-120.47,40.75
-120.47,40.85
-120.47,40.94
-120.36,34.9
-120.36,34.99
-120.36,35.09
-120.36,35.19
-120.36,35.28
-120.36,35.38
-120.36,35.47
-120.36,35.57
-120.36,35.67
-120.36,35.76
-120.36,35.86
-120.36,35.95
-120.36,36.05
-120.36,36.15
-120.36,36.24
-120.36,36.34
-120.36,36.53
-120.36,36.63
-120.36,36.72
-120.36,36.82
-120.36,36.91
-120.36,37.01
-120.36,37.11
-120.36,37.2
-120.36,37.3
-120.36,37.39
-120.36,37.49
-120.36,37.68
-120.36,37.78
-120.36,37.87
-120.36,37.97
-120.36,38.07
-120.36,38.16
-120.36,38.26
-120.36,38.35
-120.36,38.45
-120.36,38.55
-120.36,38.64
-120.36,38.74
-120.36,38.83
-120.36,38.93
-120.36,39.03
-120.36,39.12
-120.36,39.22
-120.36,39.31
-120.36,39.41
-120.36,39.51
-120.36,39.6
-120.36,39.7
-120.36,39.79
-120.36,39.89
-120.36,39.98
-120.36,40.08
-120.36,40.18
-120.36,40.27
-120.36,40.37
-120.36,40.46
-120.36,40.56
-120.36,40.66
-120.36,40.75
-120.36,40.85
-120.26,34.8
-120.26,34.9
-120.26,34.99
-120.26,35.09
-120.26,35.19
-120.26,35.28
-120.26,35.38
-120.26,35.47
-120.26,35.57
-120.26,35.67
-120.26,35.76
-120.26,35.86
-120.26,35.95
-120.26,36.05
-120.26,36.15
-120.26,36.24
-120.26,36.43
-120.26,36.53
-120.26,36.63
-120.26,36.72
-120.26,36.82
-120.26,36.91
-120.26,37.01
-120.26,37.11
-120.26,37.2
-120.26,37.3
-120.26,37.39
-120.26,37.49
-120.26,37.59
-120.26,37.68
-120.26,37.78
-120.26,37.87
-120.26,37.97
-120.26,38.07
-120.26,38.16
-120.26,38.26
-120.26,38.35
-120.26,38.55
-120.26,38.64
-120.26,38.74
-120.26,38.83
-120.26,38.93
-120.26,39.03
-120.26,39.12
-120.26,39.22
-120.26,39.31
-120.26,39.41
-120.26,39.51
-120.26,39.6
-120.26,39.7
-120.26,39.79
-120.26,39.89
-120.26,39.98
-120.26,40.08
-120.26,40.18
-120.26,40.27
-120.26,40.37
-120.26,40.46
-120.26,40.56
-120.26,40.66
-120.26,40.75
-120.15,34.71
-120.15,34.8
-120.15,34.9
-120.15,34.99
-120.15,35.09
-120.15,35.28
-120.15,35.38
-120.15,35.47
-120.15,35.57
-120.15,35.67
-120.15,35.76
-120.15,35.86
-120.15,35.95
-120.15,36.05
-120.15,36.15
-120.15,36.24
-120.15,36.34
-120.15,36.43
-120.15,36.53
-120.15,36.63
-120.15,36.72
-120.15,36.82
-120.15,36.91
-120.15,37.01
-120.15,37.11
-120.15,37.2
-120.15,37.3
-120.15,37.39
-120.15,37.49
-120.15,37.59
-120.15,37.68
-120.15,37.78
-120.15,37.87
-120.15,37.97
-120.15,38.07
-120.15,38.16
-120.15,38.26
-120.15,38.35
-120.15,38.45
-120.15,38.55
-120.15,38.64
-120.15,38.74
-120.15,38.83
-120.15,38.93
-120.15,39.03
-120.15,39.12
-120.15,39.22
-120.15,39.31
-120.15,39.41
-120.15,39.51
-120.15,39.6
-120.15,39.7
-120.15,39.79
-120.15,39.89
-120.15,39.98
-120.15,40.08
-120.15,40.18
-120.15,40.27
-120.15,40.37
-120.15,40.46
-120.15,40.56
-120.05,34.61
-120.05,34.71
-120.05,34.8
-120.05,34.9
-120.05,34.99
-120.05,35.09
-120.05,35.19
-120.05,35.28
-120.05,35.38
-120.05,35.47
-120.05,35.57
-120.05,35.67
-120.05,35.76
-120.05,35.86
-120.05,35.95
-120.05,36.05
-120.05,36.15
-120.05,36.24
-120.05,36.34
-120.05,36.43
-120.05,36.53
-120.05,36.63
-120.05,36.72
-120.05,36.82
-120.05,36.91
-120.05,37.01
-120.05,37.11
-120.05,37.2
-120.05,37.3
-120.05,37.39
-120.05,37.49
-120.05,37.59
-120.05,37.68
-120.05,37.78
-120.05,37.87
-120.05,37.97
-120.05,38.07
-120.05,38.16
-120.05,38.26
-120.05,38.35
-120.05,38.45
-120.05,38.55
-120.05,38.64
-120.05,38.74
-120.05,38.83
-120.05,38.93
-120.05,39.03
-120.05,39.12
-120.05,39.22
-120.05,39.31
-120.05,39.41
-120.05,39.51
-120.05,39.6
-120.05,39.7
-120.05,39.79
-120.05,39.89
-120.05,39.98
-120.05,40.08
-120.05,40.18
-120.05,40.27
-120.05,40.37
-120.05,40.46
-119.94,34.52
-119.94,34.61
-119.94,34.71
-119.94,34.8
-119.94,34.99
-119.94,35.09
-119.94,35.19
-119.94,35.28
-119.94,35.38
-119.94,35.47
-119.94,35.57
-119.94,35.67
-119.94,35.76
-119.94,35.86
-119.94,35.95
-119.94,36.05
-119.94,36.15
-119.94,36.24
-119.94,36.34
-119.94,36.43
-119.94,36.53
-119.94,36.63
-119.94,36.72
-119.94,36.82
-119.94,36.91
-119.94,37.01
-119.94,37.11
-119.94,37.2
-119.94,37.3
-119.94,37.39
-119.94,37.49
-119.94,37.68
-119.94,37.78
-119.94,37.87
-119.94,37.97
-119.94,38.07
-119.94,38.16
-119.94,38.26
-119.94,38.35
-119.94,38.45
-119.94,38.55
-119.94,38.64
-119.94,38.74
-119.94,38.83
-119.94,38.93
-119.94,39.03
-119.94,39.12
-119.94,39.22
-119.94,39.41
-119.94,39.51
-119.94,39.6
-119.94,39.7
-119.94,39.79
-119.94,39.89
-119.94,39.98
-119.94,40.08
-119.94,40.18
-119.94,40.27
-119.94,40.37
-119.83,34.42
-119.83,34.52
-119.83,34.61
-119.83,34.71
-119.83,34.8
-119.83,34.9
-119.83,34.99
-119.83,35.09
-119.83,35.19
-119.83,35.28
-119.83,35.38
-119.83,35.47
-119.83,35.57
-119.83,35.67
-119.83,35.76
-119.83,35.86
-119.83,35.95
-119.83,36.05
-119.83,36.15
-119.83,36.24
-119.83,36.34
-119.83,36.43
-119.83,36.53
-119.83,36.63
-119.83,36.72
-119.83,36.82
-119.83,36.91
-119.83,37.01
-119.83,37.2
-119.83,37.3
-119.83,37.39
-119.83,37.49
-119.83,37.59
-119.83,37.68
-119.83,37.78
-119.83,37.87
-119.83,37.97
-119.83,38.07
-119.83,38.16
-119.83,38.26
-119.83,38.35
-119.83,38.45
-119.83,38.55
-119.83,38.64
-119.83,38.74
-119.83,38.83
-119.83,38.93
-119.83,39.12
-119.83,39.22
-119.83,39.31
-119.83,39.41
-119.83,39.51
-119.83,39.6
-119.83,39.7
-119.83,39.79
-119.83,39.89
-119.83,39.98
-119.83,40.08
-119.83,40.18
-119.83,40.27
-119.73,34.32
-119.73,34.42
-119.73,34.52
-119.73,34.61
-119.73,34.71
-119.73,34.8
-119.73,34.9
-119.73,34.99
-119.73,35.09
-119.73,35.19
-119.73,35.28
-119.73,35.38
-119.73,35.47
-119.73,35.57
-119.73,35.67
-119.73,35.76
-119.73,35.86
-119.73,35.95
-119.73,36.05
-119.73,36.15
-119.73,36.24
-119.73,36.34
-119.73,36.43
-119.73,36.53
-119.73,36.72
-119.73,36.82
-119.73,36.91
-119.73,37.01
-119.73,37.11
-119.73,37.2
-119.73,37.3
-119.73,37.39
-119.73,37.49
-119.73,37.59
-119.73,37.68
-119.73,37.78
-119.73,37.87
-119.73,37.97
-119.73,38.07
-119.73,38.16
-119.73,38.26
-119.73,38.35
-119.73,38.45
-119.73,38.55
-119.73,38.64
-119.73,38.74
-119.73,38.83
-119.73,38.93
-119.73,39.03
-119.73,39.12
-119.73,39.22
-119.73,39.31
-119.73,39.41
-119.73,39.51
-119.73,39.6
-119.73,39.7
-119.73,39.79
-119.73,39.89
-119.73,39.98
-119.73,40.08
-119.73,40.18
-119.62,34.13
-119.62,34.23
-119.62,34.32
-119.62,34.42
-119.62,34.52
-119.62,34.61
-119.62,34.71
-119.62,34.8
-119.62,34.9
-119.62,34.99
-119.62,35.09
-119.62,35.19
-119.62,35.28
-119.62,35.38
-119.62,35.47
-119.62,35.57
-119.62,35.67
-119.62,35.76
-119.62,35.86
-119.62,35.95
-119.62,36.05
-119.62,36.15
-119.62,36.24
-119.62,36.34
-119.62,36.43
-119.62,36.53
-119.62,36.63
-119.62,36.72
-119.62,36.82
-119.62,36.91
-119.62,37.01
-119.62,37.11
-119.62,37.2
-119.62,37.3
-119.62,37.39
-119.62,37.49
-119.62,37.59
-119.62,37.68
-119.62,37.78
-119.62,37.87
-119.62,37.97
-119.62,38.07
-119.62,38.16
-119.62,38.26
-119.62,38.35
-119.62,38.45
-119.62,38.55
-119.62,38.64
-119.62,38.74
-119.62,38.83
-119.62,38.93
-119.62,39.03
-119.62,39.12
-119.62,39.22
-119.62,39.31
-119.62,39.41
-119.62,39.51
-119.62,39.6
-119.62,39.7
-119.62,39.79
-119.62,39.89
-119.62,39.98
-119.62,40.08
-119.52,34.04
-119.52,34.13
-119.52,34.23
-119.52,34.32
-119.52,34.42
-119.52,34.52
-119.52,34.61
-119.52,34.71
-119.52,34.8
-119.52,34.9
-119.52,34.99
-119.52,35.09
-119.52,35.19
-119.52,35.28
-119.52,35.38
-119.52,35.47
-119.52,35.57
-119.52,35.67
-119.52,35.76
-119.52,35.86
-119.52,35.95
-119.52,36.15
-119.52,36.24
-119.52,36.34
-119.52,36.43
-119.52,36.53
-119.52,36.63
-119.52,36.72
-119.52,36.82
-119.52,36.91
-119.52,37.01
-119.52,37.11
-119.52,37.2
-119.52,37.3
-119.52,37.39
-119.52,37.49
-119.52,37.59
-119.52,37.68
-119.52,37.78
-119.52,37.87
-119.52,37.97
-119.52,38.07
-119.52,38.16
-119.52,38.26
-119.52,38.35
-119.52,38.45
-119.52,38.55
-119.52,38.64
-119.52,38.74
-119.52,38.83
-119.52,38.93
-119.52,39.03
-119.52,39.12
-119.52,39.22
-119.52,39.31
-119.52,39.41
-119.52,39.51
-119.52,39.6
-119.52,39.7
-119.52,39.79
-119.52,39.89
-119.52,39.98
-119.41,33.94
-119.41,34.04
-119.41,34.13
-119.41,34.23
-119.41,34.32
-119.41,34.42
-119.41,34.52
-119.41,34.61
-119.41,34.71
-119.41,34.8
-119.41,34.9
-119.41,34.99
-119.41,35.09
-119.41,35.19
-119.41,35.28
-119.41,35.38
-119.41,35.47
-119.41,35.57
-119.41,35.67
-119.41,35.76
-119.41,35.86
-119.41,35.95
-119.41,36.05
-119.41,36.15
-119.41,36.24
-119.41,36.34
-119.41,36.43
-119.41,36.53
-119.41,36.63
-119.41,36.72
-119.41,36.82
-119.41,36.91
-119.41,37.01
-119.41,37.11
-119.41,37.2
-119.41,37.3
-119.41,37.39
-119.41,37.49
-119.41,37.59
-119.41,37.68
-119.41,37.78
-119.41,37.87
-119.41,37.97
-119.41,38.07
-119.41,38.16
-119.41,38.26
-119.41,38.35
-119.41,38.45
-119.41,38.55
-119.41,38.64
-119.41,38.74
-119.41,38.83
-119.41,38.93
-119.41,39.03
-119.41,39.12
-119.41,39.22
-119.41,39.31
-119.41,39.41
-119.41,39.51
-119.41,39.6
-119.41,39.7
-119.41,39.79
-119.41,39.89
-119.3,33.84
-119.3,33.94
-119.3,34.04
-119.3,34.13
-119.3,34.23
-119.3,34.32
-119.3,34.42
-119.3,34.52
-119.3,34.61
-119.3,34.71
-119.3,34.8
-119.3,34.99
-119.3,35.09
-119.3,35.19
-119.3,35.28
-119.3,35.38
-119.3,35.47
-119.3,35.57
-119.3,35.67
-119.3,35.76
-119.3,35.95
-119.3,36.05
-119.3,36.15
-119.3,36.24
-119.3,36.34
-119.3,36.43
-119.3,36.53
-119.3,36.63
-119.3,36.72
-119.3,36.82
-119.3,36.91
-119.3,37.01
-119.3,37.11
-119.3,37.2
-119.3,37.3
-119.3,37.39
-119.3,37.49
-119.3,37.59
-119.3,37.68
-119.3,37.78
-119.3,37.87
-119.3,37.97
-119.3,38.07
-119.3,38.16
-119.3,38.26
-119.3,38.35
-119.3,38.45
-119.3,38.55
-119.3,38.64
-119.3,38.74
-119.3,38.83
-119.3,38.93
-119.3,39.03
-119.3,39.12
-119.3,39.22
-119.3,39.31
-119.3,39.41
-119.3,39.51
-119.3,39.6
-119.3,39.7
-119.3,39.79
-119.2,33.75
-119.2,33.84
-119.2,33.94
-119.2,34.04
-119.2,34.13
-119.2,34.23
-119.2,34.32
-119.2,34.42
-119.2,34.52
-119.2,34.61
-119.2,34.71
-119.2,34.8
-119.2,34.9
-119.2,34.99
-119.2,35.09
-119.2,35.19
-119.2,35.28
-119.2,35.38
-119.2,35.47
-119.2,35.57
-119.2,35.67
-119.2,35.76
-119.2,35.86
-119.2,35.95
-119.2,36.05
-119.2,36.15
-119.2,36.24
-119.2,36.34
-119.2,36.43
-119.2,36.53
-119.2,36.63
-119.2,36.72
-119.2,36.82
-119.2,36.91
-119.2,37.01
-119.2,37.11
-119.2,37.2
-119.2,37.3
-119.2,37.39
-119.2,37.49
-119.2,37.59
-119.2,37.68
-119.2,37.78
-119.2,37.87
-119.2,37.97
-119.2,38.07
-119.2,38.16
-119.2,38.26
-119.2,38.35
-119.2,38.45
-119.2,38.55
-119.2,38.64
-119.2,38.74
-119.2,38.83
-119.2,38.93
-119.2,39.03
-119.2,39.12
-119.2,39.22
-119.2,39.31
-119.2,39.41
-119.2,39.51
-119.2,39.6
-119.2,39.7
-119.09,33.65
-119.09,33.75
-119.09,33.84
-119.09,33.94
-119.09,34.04
-119.09,34.13
-119.09,34.23
-119.09,34.32
-119.09,34.42
-119.09,34.52
-119.09,34.61
-119.09,34.71
-119.09,34.8
-119.09,34.9
-119.09,34.99
-119.09,35.09
-119.09,35.19
-119.09,35.28
-119.09,35.38
-119.09,35.47
-119.09,35.57
-119.09,35.67
-119.09,35.76
-119.09,35.86
-119.09,35.95
-119.09,36.05
-119.09,36.15
-119.09,36.24
-119.09,36.34
-119.09,36.43
-119.09,36.53
-119.09,36.63
-119.09,36.72
-119.09,36.82
-119.09,36.91
-119.09,37.01
-119.09,37.11
-119.09,37.2
-119.09,37.3
-119.09,37.39
-119.09,37.49
-119.09,37.59
-119.09,37.68
-119.09,37.78
-119.09,37.87
-119.09,37.97
-119.09,38.07
-119.09,38.16
-119.09,38.26
-119.09,38.35
-119.09,38.45
-119.09,38.55
-119.09,38.64
-119.09,38.74
-119.09,38.83
-119.09,38.93
-119.09,39.03
-119.09,39.12
-119.09,39.22
-119.09,39.31
-119.09,39.41
-119.09,39.51
-118.98,33.56
-118.98,33.65
-118.98,33.75
-118.98,33.84
-118.98,33.94
-118.98,34.04
-118.98,34.13
-118.98,34.23
-118.98,34.32
-118.98,34.42
-118.98,34.52
-118.98,34.61
-118.98,34.71
-118.98,34.8
-118.98,34.9
-118.98,34.99
-118.98,35.09
-118.98,35.19
-118.98,35.28
-118.98,35.38
-118.98,35.47
-118.98,35.57
-118.98,35.76
-118.98,35.86
-118.98,35.95
-118.98,36.05
-118.98,36.15
-118.98,36.24
-118.98,36.34
-118.98,36.43
-118.98,36.53
-118.98,36.63
-118.98,36.72
-118.98,36.82
-118.98,36.91
-118.98,37.01
-118.98,37.11
-118.98,37.2
-118.98,37.3
-118.98,37.39
-118.98,37.49
-118.98,37.59
-118.98,37.68
-118.98,37.78
-118.98,37.87
-118.98,37.97
-118.98,38.07
-118.98,38.16
-118.98,38.26
-118.98,38.35
-118.98,38.45
-118.98,38.55
-118.98,38.64
-118.98,38.74
-118.98,38.83
-118.98,38.93
-118.98,39.03
-118.98,39.12
-118.98,39.22
-118.98,39.31
-118.98,39.41
-118.88,33.46
-118.88,33.56
-118.88,33.65
-118.88,33.75
-118.88,33.84
-118.88,33.94
-118.88,34.04
-118.88,34.13
-118.88,34.23
-118.88,34.32
-118.88,34.42
-118.88,34.52
-118.88,34.61
-118.88,34.71
-118.88,34.8
-118.88,34.9
-118.88,34.99
-118.88,35.09
-118.88,35.28
-118.88,35.38
-118.88,35.47
-118.88,35.57
-118.88,35.67
-118.88,35.76
-118.88,35.86
-118.88,35.95
-118.88,36.05
-118.88,36.15
-118.88,36.24
-118.88,36.34
-118.88,36.43
-118.88,36.53
-118.88,36.63
-118.88,36.72
-118.88,36.82
-118.88,36.91
-118.88,37.01
-118.88,37.11
-118.88,37.2
-118.88,37.3
-118.88,37.39
-118.88,37.49
-118.88,37.59
-118.88,37.68
-118.88,37.78
-118.88,37.87
-118.88,37.97
-118.88,38.07
-118.88,38.16
-118.88,38.26
-118.88,38.35
-118.88,38.45
-118.88,38.55
-118.88,38.64
-118.88,38.74
-118.88,38.83
-118.88,38.93
-118.88,39.12
-118.88,39.22
-118.88,39.31
-118.77,33.36
-118.77,33.46
-118.77,33.56
-118.77,33.65
-118.77,33.75
-118.77,33.84
-118.77,33.94
-118.77,34.04
-118.77,34.13
-118.77,34.23
-118.77,34.32
-118.77,34.42
-118.77,34.52
-118.77,34.61
-118.77,34.71
-118.77,34.8
-118.77,34.9
-118.77,34.99
-118.77,35.09
-118.77,35.19
-118.77,35.28
-118.77,35.38
-118.77,35.47
-118.77,35.57
-118.77,35.67
-118.77,35.76
-118.77,35.86
-118.77,35.95
-118.77,36.05
-118.77,36.15
-118.77,36.24
-118.77,36.34
-118.77,36.43
-118.77,36.53
-118.77,36.63
-118.77,36.72
-118.77,36.82
-118.77,36.91
-118.77,37.01
-118.77,37.11
-118.77,37.2
-118.77,37.3
-118.77,37.39
-118.77,37.49
-118.77,37.59
-118.77,37.68
-118.77,37.78
-118.77,37.87
-118.77,37.97
-118.77,38.07
-118.77,38.16
-118.77,38.26
-118.77,38.35
-118.77,38.45
-118.77,38.55
-118.77,38.64
-118.77,38.74
-118.77,38.83
-118.77,38.93
-118.77,39.03
-118.77,39.12
-118.77,39.22
-118.67,33.17
-118.67,33.27
-118.67,33.36
-118.67,33.56
-118.67,33.65
-118.67,33.75
-118.67,33.84
-118.67,33.94
-118.67,34.04
-118.67,34.13
-118.67,34.23
-118.67,34.32
-118.67,34.42
-118.67,34.52
-118.67,34.61
-118.67,34.71
-118.67,34.8
-118.67,34.9
-118.67,34.99
-118.67,35.09
-118.67,35.19
-118.67,35.28
-118.67,35.38
-118.67,35.47
-118.67,35.57
-118.67,35.67
-118.67,35.76
-118.67,35.86
-118.67,35.95
-118.67,36.05
-118.67,36.15
-118.67,36.24
-118.67,36.34
-118.67,36.43
-118.67,36.53
-118.67,36.63
-118.67,36.72
-118.67,36.82
-118.67,36.91
-118.67,37.11
-118.67,37.2
-118.67,37.3
-118.67,37.39
-118.67,37.49
-118.67,37.59
-118.67,37.68
-118.67,37.78
-118.67,37.87
-118.67,37.97
-118.67,38.07
-118.67,38.16
-118.67,38.26
-118.67,38.35
-118.67,38.45
-118.67,38.55
-118.67,38.64
-118.67,38.74
-118.67,38.83
-118.67,38.93
-118.67,39.03
-118.67,39.12
-118.56,33.08
-118.56,33.17
-118.56,33.27
-118.56,33.36
-118.56,33.46
-118.56,33.56
-118.56,33.65
-118.56,33.75
-118.56,33.84
-118.56,33.94
-118.56,34.04
-118.56,34.13
-118.56,34.23
-118.56,34.32
-118.56,34.42
-118.56,34.52
-118.56,34.61
-118.56,34.71
-118.56,34.8
-118.56,34.9
-118.56,35.09
-118.56,35.19
-118.56,35.28
-118.56,35.38
-118.56,35.47
-118.56,35.57
-118.56,35.67
-118.56,35.76
-118.56,35.86
-118.56,35.95
-118.56,36.05
-118.56,36.15
-118.56,36.24
-118.56,36.34
-118.56,36.43
-118.56,36.53
-118.56,36.63
-118.56,36.72
-118.56,36.82
-118.56,36.91
-118.56,37.01
-118.56,37.11
-118.56,37.2
-118.56,37.3
-118.56,37.39
-118.56,37.49
-118.56,37.59
-118.56,37.68
-118.56,37.78
-118.56,37.87
-118.56,37.97
-118.56,38.07
-118.56,38.16
-118.56,38.26
-118.56,38.35
-118.56,38.45
-118.56,38.55
-118.56,38.64
-118.56,38.74
-118.56,38.83
-118.56,38.93
-118.56,39.03
-118.45,32.98
-118.45,33.08
-118.45,33.17
-118.45,33.27
-118.45,33.36
-118.45,33.46
-118.45,33.56
-118.45,33.65
-118.45,33.75
-118.45,33.84
-118.45,33.94
-118.45,34.04
-118.45,34.13
-118.45,34.23
-118.45,34.32
-118.45,34.42
-118.45,34.52
-118.45,34.61
-118.45,34.71
-118.45,34.8
-118.45,34.9
-118.45,34.99
-118.45,35.09
-118.45,35.19
-118.45,35.28
-118.45,35.38
-118.45,35.47
-118.45,35.57
-118.45,35.67
-118.45,35.76
-118.45,35.86
-118.45,35.95
-118.45,36.05
-118.45,36.15
-118.45,36.24
-118.45,36.34
-118.45,36.43
-118.45,36.53
-118.45,36.63
-118.45,36.72
-118.45,36.82
-118.45,36.91
-118.45,37.01
-118.45,37.11
-118.45,37.2
-118.45,37.3
-118.45,37.39
-118.45,37.49
-118.45,37.59
-118.45,37.68
-118.45,37.78
-118.45,37.87
-118.45,37.97
-118.45,38.07
-118.45,38.16
-118.45,38.26
-118.45,38.35
-118.45,38.45
-118.45,38.55
-118.45,38.64
-118.45,38.74
-118.45,38.83
-118.45,38.93
-118.35,32.88
-118.35,33.08
-118.35,33.27
-118.35,33.36
-118.35,33.46
-118.35,33.65
-118.35,33.75
-118.35,33.84
-118.35,33.94
-118.35,34.04
-118.35,34.13
